;;BOM Export Data;;;;;;;
;;User Name : Daniele Mazzotti;Date : June 14, 2022;;;;;;
;;Project name : Niuma;BOM name : Niuma Giugno 2022;;;;;;
;;;;;;;;;
Row #;SiliconExpert Part;SiliconExpert Manufacturer;Match Type;SiliconExpert Description;Lifecycle;Crosses;Estimated Years to EOL;Predicted Obsolescence Year;Country of Origin
79;RC1206JR-07220RL;Yageo;Exact;Res Thick Film 1206 220 Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;318;7.3;2029;China | Taiwan
80;RMC1206220R5%;TY-OHM ELECTRONIC WORKS;Automatic;Surface Mount Thick Film Chip Resistors;Unconfirmed;0;Unknown;;
82;1206S4J0104T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 1206 100K Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Unconfirmed;394;Unknown;;Thailand
83;RC1206JR-07100KL;Yageo;Exact;Res Thick Film 1206 100K Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;395;7.3;2029;China | Taiwan
86;1206S4J0684T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 1206 680K Ohm 5% 0.25W(1/4W) ±200ppm/°C Molded Pad SMD T/R;Unconfirmed;213;Unknown;;Thailand
87;RC1206JR-07680KL;Yageo;Exact;Res Thick Film 1206 680K Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;212;7.3;2029;China | Taiwan
90;1206S4J0224T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 1206 220K Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Unconfirmed;272;Unknown;;Thailand
91;RC1206JR-07220KL;Yageo;Exact;Res Thick Film 1206 220K Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;271;7.3;2029;China | Taiwan
94;RMC1/8-224JTP;Kamaya Electric Co., Ltd;Exact;Res Thick Film 1206 220K Ohm 5% 0.25W(1/4W) ±200ppm/°C Pad SMD Automotive T/R;Active;272;7.3;2029;Malaysia
95;1206S4J0270T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 1206 27 Ohm 5% 0.25W(1/4W) ±200ppm/°C SMD T/R;Unconfirmed;0;Unknown;;
96;RC1206JR-0727RL;Yageo;Exact;Res Thick Film 1206 27 Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;262;7.3;2029;China | Taiwan
97;RMC 1206 27 5%;TY-OHM ELECTRONIC WORKS;Automatic;Thick Film Surface Mount Chip Resistor;Unconfirmed;0;Unknown;;
99;1206S4J0101T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 1206 100 Ohm 5% 0.25W(1/4W) ±200ppm/°C Pad SMD T/R;Unconfirmed;396;Unknown;;Thailand
100;RC1206JR-07100RL;Yageo;Exact;Res Thick Film 1206 100 Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;404;7.3;2029;China | Taiwan
103;1206S4J0103T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 1206 10K Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;405;7.3;2029;Thailand
104;RC1206JR-0710KL;Yageo;Exact;Res Thick Film 1206 10K Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;405;7.3;2029;China | Taiwan
105;RMC 1206 10K 5%;TY-OHM ELECTRONIC WORKS;Automatic;Thick Film Surface Mount Chip Resistor;Unconfirmed;0;Unknown;;
107;1206S4J010JT5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 1206 1 Ohm 5% 0.25W(1/4W) ±400ppm/°C Pad SMD T/R;Unconfirmed;243;Unknown;;Thailand
108;RC1206JR-071RL;Yageo;Exact;Res Thick Film 1206 1 Ohm 5% 0.25W(1/4W) ±200ppm/°C Pad SMD T/R;Active;244;7.3;2029;China | Taiwan
112;ERJ8GEYJ820V;Panasonic;Exact;Res Thick Film 1206 82 Ohm 5% 0.25W(1/4W) ±200ppm/°C Pad SMD Automotive T/R;NRND;268;1.0;2023;
113;RC1206JR-0782RL;Yageo;Exact;Res Thick Film 1206 82 Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;267;7.3;2029;China | Taiwan
116;RMC1/8-820JTP;Kamaya Electric Co., Ltd;Exact;Res Thick Film 1206 82 Ohm 5% 0.25W(1/4W) ±200ppm/°C Pad SMD Automotive T/R;Active;269;7.3;2029;Malaysia
117;1206S4J0102T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 1206 1K Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Unconfirmed;427;Unknown;;Thailand
118;RC1206JR-071KL;Yageo;Exact;Res Thick Film 1206 1K Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;428;7.3;2029;China | Taiwan
119;RMC 1206 1K 5%;TY-OHM ELECTRONIC WORKS;Automatic;Thick Film Surface Mount Chip Resistor;Unconfirmed;0;Unknown;;
121;RC1206JR-07680RL;Yageo;Exact;Res Thick Film 1206 680 Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;280;7.3;2029;China | Taiwan
122;1206S4J0223T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 1206 22K Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Unconfirmed;316;Unknown;;Thailand
123;RC1206JR-0722KL;Yageo;Exact;Res Thick Film 1206 22K Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;314;7.3;2029;China | Taiwan
126;1206S4J0105T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 1206 1M Ohm 5% 0.25W(1/4W) ±200ppm/°C Molded Pad SMD T/R;Unconfirmed;333;Unknown;;Thailand
127;RC1206JR-071ML;Yageo;Exact;Res Thick Film 1206 1M Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;341;7.3;2029;China | Taiwan
131;1206S4J0470T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 1206 47 Ohm 5% 0.25W(1/4W) ±200ppm/°C Molded Pad SMD T/R;Active;296;7.3;2029;Thailand
132;RC1206JR-0747RL;Yageo;Exact;Res Thick Film 1206 47 Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;296;7.3;2029;China | Taiwan
135;1206S4J0153T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 1206 15K Ohm 5% 0.25W(1/4W) ±200ppm/°C Molded Pad SMD T/R;Unconfirmed;262;Unknown;;Thailand
136;RC1206JR-0715KL;Yageo;Exact;Res Thick Film 1206 15K Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;264;7.3;2029;China | Taiwan
139;1206S4J0121T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 1206 120 Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Unconfirmed;320;Unknown;;Thailand
140;RC1206JR-07120RL;Yageo;Exact;Res Thick Film 1206 120 Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;321;7.3;2029;China | Taiwan
141;RMC 1206 120 5%;TY-OHM ELECTRONIC WORKS;Automatic;Thick Film Surface Mount Chip Resistor;Unconfirmed;0;Unknown;;
144;CRCW08051R00FNEA;Vishay;Exact;Res Thick Film 0805 1 Ohm 1% 0.125W(1/8W) ±200ppm/°C Pad SMD Automotive T/R;Active;126;7.3;2029;Israel
145;RC0805FR-071RL;Yageo;Exact;Res Thick Film 0805 1 Ohm 1% 0.125W(1/8W) ±200ppm/°C Pad SMD T/R;Active;153;7.3;2029;China | Taiwan
146;0603SAJ0000T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 0603 0 Ohm Pad SMD T/R;Unconfirmed;346;Unknown;;Thailand
147;RC0603JR-070RL;Yageo;Exact;Res Thick Film 0603 0 Ohm Pad SMD T/R;Active;336;7.3;2029;China | Taiwan
151;RC0603JR-130RL;Yageo;Exact;Res Thick Film 0603 0 Ohm Pad SMD T/R;Active;336;7.3;2029;China | Taiwan
152;0603SAJ0222T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 0603 2.2K Ohm 5% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R;Unconfirmed;238;Unknown;;Thailand
153;RC0603JR-072K2L;Yageo;Automatic;Res Thick Film 0603 2.2K Ohm 5% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R;Active;239;7.3;2029;China | Taiwan
154;RMC06032K25%;TY-OHM ELECTRONIC WORKS;Automatic;Surface Mount Thick Film Chip Resistor;Unconfirmed;0;Unknown;;
156;RC0603JR-072K2L;Yageo;Exact;Res Thick Film 0603 2.2K Ohm 5% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R;Active;239;7.3;2029;China | Taiwan
157;0603SAJ0221T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 0603 220 Ohm 5% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R;Unconfirmed;229;Unknown;;Thailand
158;RC0603JR-07220RL;Yageo;Automatic;Res Thick Film 0603 220 Ohm 5% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R;Active;230;7.3;2029;China | Taiwan
159;RC0603JR-07220RL;Yageo;Automatic;Res Thick Film 0603 220 Ohm 5% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R;Active;230;7.3;2029;China | Taiwan
160;RMC0603220R5%;TY-OHM ELECTRONIC WORKS;Automatic;Surface Mount Thick Film Chip Resistor;Unconfirmed;0;Unknown;;
162;0603SAJ0103T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 0603 10K Ohm 5% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R;Unconfirmed;308;Unknown;;Thailand
163;RC0603JR-0710KL;Yageo;Exact;Res Thick Film 0603 10K Ohm 5% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R;Active;307;7.3;2029;China | Taiwan
164;RC0603JR-0710KL;Yageo;Automatic;Res Thick Film 0603 10K Ohm 5% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R;Active;307;7.3;2029;China | Taiwan
165;RMC 0603 10K 5%;TY-OHM ELECTRONIC WORKS;Automatic;Thick Film Chip Resistor With Resistance Range 1 Ohm to 10 mOhm;Unconfirmed;0;Unknown;;
167;0603SAJ0102T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 0603 1K Ohm 5% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R;Unconfirmed;291;Unknown;;Thailand
168;RC0603JR-071KL;Yageo;Exact;Res Thick Film 0603 1K Ohm 5% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R;Active;292;7.3;2029;China | Taiwan
169;RMC 0603 1K 5%;TY-OHM ELECTRONIC WORKS;Automatic;Res Thick Film 0603 1K Ohm 5% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R;Unconfirmed;289;Unknown;;
171;0603SAJ0470T5E;Royal Electronic Factory Co.,Ltd;Exact;Res Thick Film 0603 47 Ohm 5% 0.1W(1/10W) ±200ppm/°C Pad SMD T/R;Unconfirmed;221;Unknown;;Thailand
172;RC0603JR-0747RL;Yageo;Exact;Res Thick Film 0603 47 Ohm 5% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R;Active;222;7.3;2029;China | Taiwan
173;RC0603JR-0747RL;Yageo;Automatic;Res Thick Film 0603 47 Ohm 5% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R;Active;222;7.3;2029;China | Taiwan
174;RMC060347R5%;TY-OHM ELECTRONIC WORKS;Automatic;Surface Mount Thick Film Chip Resistor;Unconfirmed;0;Unknown;;
184;RC1210JR-070RL;Yageo;Exact;Res Thick Film 1210 0 Ohm Pad SMD T/R;Active;108;7.3;2029;China | Taiwan
185;RC1210FR-072K2L;Yageo;Exact;Res Thick Film 1210 2.2K Ohm 1% 0.5W(1/2W) ±100ppm/°C Pad SMD T/R;Active;38;9.7;2032;China | Taiwan
186;RC1210FR-078R2L;Yageo;Exact;Res Thick Film 1210 8.2 Ohm 1% 0.5W(1/2W) ±200ppm/°C Pad SMD T/R;Active;31;9.7;2032;China | Taiwan
187;CRCW12108R20JNEA;Vishay;Exact;Res Thick Film 1210 8.2 Ohm 5% 0.5W(1/2W) ±200ppm/°C Pad SMD Automotive T/R;Active;42;7.3;2029;Israel
188;ERJ14BQJ8R2U;Panasonic;Exact;Res Thick Film 1210 8.2 Ohm 5% 0.5W(1/2W) ±100ppm/°C Pad SMD Automotive T/R;Active;40;7.3;2029;
189;ERJP14J8R2U;Panasonic;Exact;Res Thick Film 1210 8.2 Ohm 5% 0.5W(1/2W) -100ppm/°C to 600ppm/°C Pad SMD Automotive T/R;Active;39;7.3;2029;
190;RC1210JR-078R2L;Yageo;Exact;Res Thick Film 1210 8.2 Ohm 5% 0.5W(1/2W) ±200ppm/°C Pad SMD T/R;Active;44;7.3;2029;China | Taiwan
191;CFR01SJ0470A10;Royal Electronic Factory Co.,Ltd;Exact;Res Carbon Film 47 Ohm 5% 1W -450ppm/°C to 0ppm/°C Conformal Coated AXL Tape and Box;Active;0;8.5;2031;Thailand
192;CFR100JT-52-47R;Yageo;Exact;Res Carbon Film 47 Ohm 5% 1W ±350ppm/°C Conformal Coated AXL Tape and Box;Active;33;7.3;2029;China | Taiwan
196;CFR100JT-73-47R;Yageo;Exact;Res Carbon Film 47 Ohm 5% 1W -350ppm/°C to 350ppm/°C AXL Tape and Box;Active;0;8.5;2031;China | Taiwan
198;CFR100JT-52-470R;Yageo;Exact;Res Carbon Film 470 Ohm 5% 1W ±350ppm/°C Conformal Coated AXL Tape and Box;Active;35;7.3;2029;China | Taiwan
202;CRCW2512562KFKEG;Vishay;Exact;Res Thick Film 2512 562K Ohm 1% 1W ±100ppm/°C Pad SMD Automotive T/R;Active;91;7.3;2029;Israel
203;RC2512FK-07562KL;Yageo;Exact;Res Thick Film 2512 562K Ohm 1% 1W ±100ppm/°C Pad SMD T/R;Active;125;9.7;2032;China | Taiwan
204;AC2512FK-7W562KL;Yageo;Exact;Res Thick Film 2512 562K Ohm 1% 2W ±100ppm/°C Pad SMD Automotive T/R;Active;14;8.5;2031;
205;RC2512FK-7W562KL;Yageo;Exact;Res Thick Film 2512 562K Ohm 1% 2W ±200ppm/°C Pad SMD T/R;Active;14;8.5;2031;China | Taiwan
206;RK73H3ATTE5623F;KOA Speer Electronics;Exact;Res Thick Film 2512 562K Ohm 1% 1W ±100ppm/°C Pad SMD Automotive T/R;Active;125;7.3;2029;China | Japan | Malaysia
207;CHV2512-FX-2204ELF;Bourns;Exact;Res Thick Film 2512 2.2M Ohm 1% 1W ±100ppm/°C Pad SMD T/R;Active;69;12.2;2034;Taiwan
208;HV733ATTE2204F;KOA Speer Electronics;Exact;Res Thick Film 2512 2.2M Ohm 1% 1W ±100ppm/°C Pad SMD T/R;Active;66;8.5;2031;Japan
209;CRCW1218100RFKEK;Vishay;Exact;Res Thick Film 1218 100 Ohm 1% 1W ±100ppm/°C Wide Terminal SMD Automotive T/R;Active;11;7.3;2029;Israel
210;CRCW1218100RFKTK;Vishay;Exact;Res Thick Film 1218 100 Ohm 1% 1W ±100ppm/°C Wide Terminal SMD Automotive T/R;Active;12;7.3;2029;Israel
211;RC1218FK-07100RL;Yageo;Exact;Res Thick Film 1218 100 Ohm 1% 1W ±100ppm/°C Wide Terminal SMD T/R;Active;11;7.3;2029;China | Taiwan
212;SMM02070C8208FBP00;Vishay;Exact;Res Thin Film 0207(2309) 8.2 Ohm 1% 0.4W ±50ppm/°C Sulfur Resistant Conformal Coated Melf Pad SMD Automotive T/R;Active;2;7.3;2029;Germany
213;MMB02070C8208FB200;Vishay;Exact;Res Thin Film 0207(2309) 8.2 Ohm 1% 0.4W ±50ppm/°C Sulfur Resistant Melf Pad SMD Automotive Medical T/R;Active;3;7.3;2029;Germany
214;CSR0207FTDT1501;Viking Tech Corporation;Exact;Res Metal Film 0207(2309) 1.5K Ohm 1% 1W ±50ppm/°C Melf Pad SMD Medical T/R;Active;39;8.5;2031;Taiwan
216;CSR0207FTDT3001;Viking Tech Corporation;Exact;Res Metal Film 0207(2309) 3K Ohm 1% 1W ±50ppm/°C Melf Pad SMD Medical T/R;Active;30;8.5;2031;Taiwan
217;MMB02070C3001FB200;Vishay;Exact;Res Thin Film 0207(2309) 3K Ohm 1% 0.4W ±50ppm/°C Sulfur Resistant Melf Pad SMD Automotive Medical T/R;Active;3;7.3;2029;Germany
219;SMM02070C3001FBP00;Vishay;Exact;Res Thin Film 0207(2309) 3K Ohm 1% 0.4W ±50ppm/°C Sulfur Resistant Conformal Coated Melf Pad SMD Automotive T/R;Active;2;7.3;2029;Germany
220;CSRV0207FTDT3001;Viking Tech Corporation;Exact;Res Metal Film 0207(2309) 3K Ohm 1% 1W ±50ppm/°C Melf Pad SMD Automotive Medical T/R;Active;24;9.9;2032;Taiwan
221;CSR0207FTDT1001;Viking Tech Corporation;Exact;Res Metal Film 0207(2309) 1K Ohm 1% 1W ±50ppm/°C Melf Pad SMD Medical T/R;Active;44;8.5;2031;Taiwan
222;MMB02070C1001FB200;Vishay;Exact;Res Thin Film 0207(2309) 1K Ohm 1% 0.4W ±50ppm/°C Sulfur Resistant Melf Pad SMD Automotive Medical T/R;Active;4;7.3;2029;Germany
224;SMM02070C1001FBP00;Vishay;Exact;Res Thin Film 0207(2309) 1K Ohm 1% 0.4W ±50ppm/°C Sulfur Resistant Conformal Coated Melf Pad SMD Automotive T/R;Active;6;7.3;2029;Germany
225;CSR0207FTDT1000;Viking Tech Corporation;Exact;Res Metal Film 0207(2309) 100 Ohm 1% 1W ±50ppm/°C Melf Pad SMD Medical T/R;Active;22;8.5;2031;Taiwan
227;MMB02070C1000FB200;Vishay;Exact;Res Thin Film 0207(2309) 100 Ohm 1% 0.4W ±50ppm/°C Sulfur Resistant Melf Pad SMD Automotive Medical T/R;Active;4;7.3;2029;Germany
228;MMB02070C1009FB200;Vishay;Exact;Res Thin Film 0207(2309) 10 Ohm 1% 0.4W ±50ppm/°C Sulfur Resistant Melf Pad SMD Automotive Medical T/R;Active;5;7.3;2029;Germany
229;MMB02070C1009FB200;Vishay;Automatic;Res Thin Film 0207(2309) 10 Ohm 1% 0.4W ±50ppm/°C Sulfur Resistant Melf Pad SMD Automotive Medical T/R;Active;5;7.3;2029;Germany
230;SMM02070C1009FBP00;Vishay;Exact;Res Thin Film 0207(2309) 10 Ohm 1% 0.4W ±50ppm/°C Sulfur Resistant Conformal Coated Melf Pad SMD Automotive T/R;Active;6;7.3;2029;Germany
231;CSR0207FTDT0220;Viking Tech Corporation;Exact;Res Metal Film 0207(2309) 22 Ohm 1% 1W ±50ppm/°C Melf Pad SMD Medical T/R;Active;29;8.5;2031;Taiwan
233;MMB02070C2209FB200;Vishay;Exact;Res Thin Film 0207(2309) 22 Ohm 1% 0.4W ±50ppm/°C Sulfur Resistant Melf Pad SMD Automotive Medical T/R;Active;3;7.3;2029;Germany
234;SMM02070C2209FBP00;Vishay;Exact;Res Thin Film 0207(2309) 22 Ohm 1% 0.4W ±50ppm/°C Sulfur Resistant Conformal Coated Melf Pad SMD Automotive T/R;Active;4;7.3;2029;Germany
235;WRM0207HPC-22RFT2;TT Electronics;Exact;Res Metal Film 0207(2309) 22 Ohm 1% 1W ±50ppm/°C Melf Pad SMD Automotive T/R;Active;41;8.5;2031;Mexico
237;MMB02070C4702FB200;Vishay;Exact;Res Thin Film 0207(2309) 47K Ohm 1% 0.4W ±50ppm/°C Sulfur Resistant Melf Pad SMD Automotive Medical T/R;Active;4;7.3;2029;Germany
239;MMB02070C1003FB200;Vishay;Exact;Res Thin Film 0207(2309) 100K Ohm 1% 0.4W ±50ppm/°C Sulfur Resistant Melf Pad SMD Automotive Medical T/R;Active;4;6.9;2029;Germany
240;MMB02070C1503FB200;Vishay;Exact;Res Thin Film 0207(2309) 150K Ohm 1% 0.4W ±50ppm/°C Sulfur Resistant Melf Pad SMD Automotive Medical T/R;Active;4;7.3;2029;Germany
241;WRM0207HPC-150KFT2;TT Electronics;Automatic;Res Metal Film 0207(2309) 150K Ohm 1% 1W ±50ppm/°C Melf Pad SMD Automotive T/R;Active;46;8.5;2031;
242;MMP100FRE150K;Yageo;Exact;Melf Metal Film Resistors;Active;0;8.5;2031;China | Taiwan
243;CHP1-50-150KFI;TT Electronics;Automatic;Res Metal Glaze 2512 150K Ohm 1% 1W ±50ppm/°C Melf Pad SMD Automotive T/R;Obsolete;0;0.0;;
244;MLFM1FTC150K;Stackpole Electronics, Inc;Exact;Res Thin Film 0207(2309) 150K Ohm 1% 1W ±50ppm/°C Melf Pad SMD T/R;Active;47;13.1;2035;Taiwan
245;RC1218JK-0710RL;Yageo;Exact;Res Thick Film 1218 10 Ohm 5% 1W ±200ppm/°C Wide Terminal SMD T/R;Active;12;7.3;2029;China | Taiwan
246;CFR02SJ0220A10;Royal Electronic Factory Co.,Ltd;Exact;Carbon Film Fixed Through Hole Resistor;Active;0;8.5;2031;
251;MF0204FTE52-10K;Yageo;Exact;Res Metal Film 10K Ohm 1% 0.4W ±50ppm/°C Conformal Coated AXL Ammo;Active;13;7.3;2029;China | Taiwan
255;MF0207FTE52-1K;Yageo;Exact;Res Metal Film 1K Ohm 1% 0.6W ±50ppm/°C AXL Tape and Box;Active;39;9.4;2031;China | Taiwan
259;MF0207FTE52-3K9;Yageo;Exact;Res Metal Film 3.9K Ohm 1% 0.6W ±50ppm/°C Conformal Coated AXL Ammo;Active;23;7.3;2029;China | Taiwan
263;MF0207FTE52-12K;Yageo;Exact;Res Metal Film 12K Ohm 1% 0.6W ±50ppm/°C Conformal Coated AXL Ammo;Active;25;7.3;2029;China | Taiwan
267;MF0207FTE52-39K;Yageo;Exact;Res Metal Film 39K Ohm 1% 0.6W ±50ppm/°C Conformal Coated AXL Ammo;Active;23;7.3;2029;China | Taiwan
271;MF0207FTE52-18K;Yageo;Exact;Res Metal Film 18K Ohm 1% 0.6W ±50ppm/°C Conformal Coated AXL Tape and Box;Active;24;7.3;2029;China | Taiwan
